model,K,trial_id,condition,identity,nbits,min_bit_confidence,weakest_bit,source_path,target_rank,confidence_kind
voicemark,8,168,uniform_collusion,11543,16,0.5389146805,7,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1098/english_1098_01.wav,,native decoder bit marginal
voicemark,8,169,benign_copy,27386,16,0.9997332961,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1098/english_1098_02.wav,,native decoder bit marginal
voicemark,8,169,uniform_collusion,43575,16,0.8527282327,10,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1098/english_1098_02.wav,,native decoder bit marginal
voicemark,8,170,benign_copy,20506,16,0.9998365641,14,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1098/english_1098_03.wav,,native decoder bit marginal
voicemark,8,170,uniform_collusion,4127,16,0.8062370420,0,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1098/english_1098_03.wav,,native decoder bit marginal
voicemark,8,171,benign_copy,16484,16,0.9999882613,9,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1116/english_1116_01.wav,,native decoder bit marginal
voicemark,8,171,uniform_collusion,47670,16,0.8941998482,14,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1116/english_1116_01.wav,,native decoder bit marginal
voicemark,8,172,benign_copy,4088,16,0.9998929298,0,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1116/english_1116_02.wav,,native decoder bit marginal
voicemark,8,172,uniform_collusion,34623,16,0.9944425048,7,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1116/english_1116_02.wav,,native decoder bit marginal
voicemark,8,173,benign_copy,23179,16,0.9664059281,11,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1116/english_1116_03.wav,,native decoder bit marginal
voicemark,8,173,successful_mrc,22336,16,0.5937770009,10,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1116/english_1116_03.wav,7,native decoder bit marginal
voicemark,8,173,uniform_collusion,33601,16,0.9046873525,11,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1116/english_1116_03.wav,,native decoder bit marginal
voicemark,8,174,benign_copy,43396,16,0.9961671233,15,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/118/english_118_01.wav,,native decoder bit marginal
