model,K,trial_id,spk,local_t,method,shift_ms,shifted_colluder_index,ASR,attribution_margin,PESQ,STOI
audioseal,5,17,chinese:SSB0149,0,mean,50,2,1,4.57220650,3.4572,0.9764
audioseal,5,17,chinese:SSB0149,0,fwp,50,2,1,1.65999126,1.7424,0.7692
audioseal,5,18,chinese:SSB0193,0,mean,0,-1,1,2.47959423,4.5509,0.9994
audioseal,5,18,chinese:SSB0193,0,fwp,0,-1,1,2.47495174,4.5307,0.9992
audioseal,5,18,chinese:SSB0193,0,mean,-10,3,1,0.14424324,4.1688,0.9851
audioseal,5,18,chinese:SSB0193,0,fwp,-10,3,1,2.10826492,2.7239,0.8807
audioseal,5,18,chinese:SSB0193,0,mean,10,3,1,0.53777409,4.4454,0.9850
audioseal,5,18,chinese:SSB0193,0,fwp,10,3,1,2.12712383,2.7518,0.8784
audioseal,5,18,chinese:SSB0193,0,mean,-20,3,1,1.71375132,3.3844,0.9809
audioseal,5,18,chinese:SSB0193,0,fwp,-20,3,1,1.41996098,2.0018,0.8417
audioseal,5,18,chinese:SSB0193,0,mean,20,3,1,2.39467716,4.1394,0.9812
audioseal,5,18,chinese:SSB0193,0,fwp,20,3,1,1.51656675,2.0524,0.8321
audioseal,5,18,chinese:SSB0193,0,mean,-50,3,1,0.15392065,2.3572,0.9723
audioseal,5,18,chinese:SSB0193,0,fwp,-50,3,1,1.78988934,1.4867,0.7622
audioseal,5,18,chinese:SSB0193,0,mean,50,3,1,0.21709633,2.9409,0.9719
audioseal,5,18,chinese:SSB0193,0,fwp,50,3,1,1.51690578,1.5216,0.7241
audioseal,5,19,chinese:SSB0197,0,mean,0,-1,1,1.32253361,4.5370,0.9906
audioseal,5,19,chinese:SSB0197,0,fwp,0,-1,1,2.58496237,4.5614,0.9935
audioseal,5,19,chinese:SSB0197,0,mean,-10,4,1,1.93249512,3.8973,0.9745
audioseal,5,19,chinese:SSB0197,0,fwp,-10,4,1,1.23867130,2.1600,0.8571
audioseal,5,19,chinese:SSB0197,0,mean,10,4,1,2.08568239,4.2260,0.9744
audioseal,5,19,chinese:SSB0197,0,fwp,10,4,1,2.47854710,2.1174,0.8607
audioseal,5,19,chinese:SSB0197,0,mean,-20,4,1,1.13781023,2.9391,0.9691
audioseal,5,19,chinese:SSB0197,0,fwp,-20,4,1,1.96448898,1.5386,0.8161
audioseal,5,19,chinese:SSB0197,0,mean,20,4,1,1.21899891,3.7424,0.9691
audioseal,5,19,chinese:SSB0197,0,fwp,20,4,1,2.41358089,1.5398,0.8114
audioseal,5,19,chinese:SSB0197,0,mean,-50,4,1,1.89944410,1.8852,0.9617
audioseal,5,19,chinese:SSB0197,0,fwp,-50,4,1,0.93389940,1.2285,0.7447
audioseal,5,19,chinese:SSB0197,0,mean,50,4,1,1.74964333,2.4708,0.9627
audioseal,5,19,chinese:SSB0197,0,fwp,50,4,1,0.59395790,1.2338,0.7361
audioseal,5,20,chinese:SSB0200,0,mean,0,-1,1,2.92001486,4.5708,0.9996
audioseal,5,20,chinese:SSB0200,0,fwp,0,-1,1,5.77383995,4.5410,0.9993
audioseal,5,20,chinese:SSB0200,0,mean,-10,0,1,3.89623833,3.9865,0.9860
audioseal,5,20,chinese:SSB0200,0,fwp,-10,0,1,0.03856993,2.6997,0.8555
audioseal,5,20,chinese:SSB0200,0,mean,10,0,1,4.48031378,4.4001,0.9859
audioseal,5,20,chinese:SSB0200,0,fwp,10,0,1,0.56971836,2.6792,0.8541
audioseal,5,20,chinese:SSB0200,0,mean,-20,0,1,2.65904903,3.1277,0.9809
audioseal,5,20,chinese:SSB0200,0,fwp,-20,0,1,0.74180937,2.0723,0.8084
audioseal,5,20,chinese:SSB0200,0,mean,20,0,1,2.69997358,4.1354,0.9804
audioseal,5,20,chinese:SSB0200,0,fwp,20,0,1,0.76980686,2.0786,0.8141
